episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
313,-100,23.441632540562324,99634,47844,2023-05-14 17:18:10.995898,17:18
314,-100,20.57041389511272,99707,51863,2023-05-14 17:18:11.257249,17:18
315,-100,17.400763527368227,99809,47946,2023-05-14 17:18:11.616404,17:18
316,-100,15.588390729278414,99910,51964,2023-05-14 17:18:11.976199,17:18
317,-100,13.448995719722152,100000,48036,2023-05-14 17:18:12.282719,17:18
318,-100,10.850438639280418,100122,52086,2023-05-14 17:18:12.701934,17:18
319,-100,8.011267108436902,100211,48125,2023-05-14 17:18:13.011025,17:18
320,-100,5.090547747249893,100306,52181,2023-05-14 17:18:13.329692,17:18
321,-100,-0.8086069014154634,100383,48202,2023-05-14 17:18:13.592398,17:18
322,-100,-4.046675162197418,100506,52304,2023-05-14 17:18:14.014705,17:18
323,-100,-6.988736589536737,100574,48270,2023-05-14 17:18:14.252769,17:18
324,-100,-10.206573767649942,100686,52416,2023-05-14 17:18:14.650790,17:18
325,-100,-12.19913724100688,100769,48353,2023-05-14 17:18:14.952433,17:18
326,100,-12.644064059844288,101574,53221,2023-05-14 17:18:18.645294,17:18
327,-100,-11.07903084234085,101666,48445,2023-05-14 17:18:18.963585,17:18
328,-100,-14.196181269325331,101778,53333,2023-05-14 17:18:19.353968,17:18
329,-100,-20.48047872131349,101850,48517,2023-05-14 17:18:19.595116,17:18
330,-100,-23.398364131411117,101947,53430,2023-05-14 17:18:19.926350,17:18
331,-100,-23.56221282268717,102008,48578,2023-05-14 17:18:20.140501,17:18
332,-100,-26.690034732568137,102094,53516,2023-05-14 17:18:20.435514,17:18
333,-100,-30.15550934326147,102196,48680,2023-05-14 17:18:20.784487,17:18
334,100,-30.279962468964268,102453,53773,2023-05-14 17:18:21.731479,17:18
335,100,-30.082481795684046,102741,48968,2023-05-14 17:18:22.883335,17:18
336,-100,-32.552940915914235,102872,53904,2023-05-14 17:18:23.435529,17:18
337,-100,-35.19797760487113,102968,49064,2023-05-14 17:18:23.816625,17:18
338,100,-33.53101020053594,103651,54587,2023-05-14 17:18:26.633533,17:18
339,100,-30.11714485583286,103907,49320,2023-05-14 17:18:27.520042,17:18
340,100,-30.130642236827757,104274,54954,2023-05-14 17:18:28.810038,17:18
341,-100,-32.19475841187347,104347,49393,2023-05-14 17:18:29.049818,17:18
342,-100,-38.76068801612492,104585,55192,2023-05-14 17:18:29.871989,17:18
343,-100,-41.316111635428705,104687,49495,2023-05-14 17:18:30.214200,17:18
344,-100,-47.0067120418152,104763,55268,2023-05-14 17:18:30.473564,17:18
345,-100,-52.336846104289414,105743,50475,2023-05-14 17:18:34.221822,17:18
346,100,-52.457877579439575,106188,55713,2023-05-14 17:18:35.924162,17:18
347,-100,-54.79226190531329,106278,50565,2023-05-14 17:18:36.241627,17:18
348,100,-51.68341216361334,106542,55977,2023-05-14 17:18:37.174309,17:18
