episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
220,-100,70.80244494269793,81322,43185,2023-05-14 16:52:42.880359,16:52
221,-100,71.33011448527319,81432,38247,2023-05-14 16:52:43.193605,16:52
222,-100,71.88976263458922,81546,43299,2023-05-14 16:52:43.517149,16:52
223,-100,72.01840651734132,81663,38364,2023-05-14 16:52:43.835500,16:52
224,-100,72.14523911084622,81784,43420,2023-05-14 16:52:44.172595,16:52
225,-100,72.75374328525406,81894,38474,2023-05-14 16:52:44.472114,16:52
226,-100,72.7738139357612,82011,43537,2023-05-14 16:52:44.792812,16:52
227,-100,73.26551890977277,82143,38606,2023-05-14 16:52:45.149910,16:52
228,100,75.63040880881404,82866,44260,2023-05-14 16:52:47.607565,16:52
229,-100,75.23686248009683,82978,38718,2023-05-14 16:52:47.960465,16:52
230,0.1867124044965547,76.93824238070691,83978,45260,2023-05-14 16:52:51.541194,16:52
231,-100,77.65915550476187,84085,38825,2023-05-14 16:52:51.886169,16:52
232,-100,75.2678614303072,84296,45471,2023-05-14 16:52:52.618614,16:52
233,100,78.3961415845056,84510,39039,2023-05-14 16:52:53.384325,16:52
234,100,81.79324460253216,85332,46293,2023-05-14 16:52:56.342908,16:52
235,100,85.0177118625476,85722,39429,2023-05-14 16:52:57.629203,16:52
236,100,88.19307946145332,86069,46640,2023-05-14 16:52:58.812239,16:52
237,100,90.93971321606661,86461,39821,2023-05-14 16:53:00.163054,16:53
238,-100,91.23673366474144,86652,46831,2023-05-14 16:53:00.778246,16:53
239,100,95.21808958957165,87006,40175,2023-05-14 16:53:01.980204,16:53
240,-100,95.4655310966133,87157,46982,2023-05-14 16:53:02.461975,16:53
241,0.38775285200867526,96.92689564381051,88157,41175,2023-05-14 16:53:06.236626,16:53
242,100,99.04727708193923,88739,47564,2023-05-14 16:53:08.357061,16:53
243,100,102.03361381923506,88995,41431,2023-05-14 16:53:09.209161,16:53
244,-100,102.20184537756575,89167,47736,2023-05-14 16:53:09.758395,16:53
245,100,105.73541601596972,89777,42041,2023-05-14 16:53:11.859143,16:53
246,100,107.30993733966613,89959,47918,2023-05-14 16:53:12.427651,16:53
247,-0.46930916199492745,107.5432675036794,90959,43041,2023-05-14 16:53:16.317873,16:53
248,0.4063063618438356,107.8190565948275,91959,48918,2023-05-14 16:53:19.989715,16:53
249,100,110.82311552908153,92453,43535,2023-05-14 16:53:21.831779,16:53
250,-100,110.55870049412235,92639,49104,2023-05-14 16:53:22.429940,16:53
251,-100,108.71816546299375,92778,43674,2023-05-14 16:53:22.870267,16:53
252,100,109.922466824428,92994,49320,2023-05-14 16:53:23.580318,16:53
253,100,110.28759671475778,93592,44272,2023-05-14 16:53:25.676332,16:53
254,100,110.40495794577308,94425,50153,2023-05-14 16:53:28.832006,16:53
255,-2.4271785904290213,107.92818106128074,95425,45272,2023-05-14 16:53:32.591737,16:53
256,100,109.27961736920889,95759,50487,2023-05-14 16:53:33.738437,16:53
257,100,108.79849594167217,96185,45698,2023-05-14 16:53:35.244061,16:53
258,100,110.2988758293227,96428,50730,2023-05-14 16:53:36.058180,16:53
259,-100,107.64368769404953,97391,46661,2023-05-14 16:53:39.909759,16:53
260,100,107.3781937063794,97780,51119,2023-05-14 16:53:41.329631,16:53
261,100,108.08824876177025,98206,47087,2023-05-14 16:53:42.847030,16:53
262,-100,107.86690812199978,98391,51304,2023-05-14 16:53:43.435092,16:53
263,-100,105.58239696313981,98556,47252,2023-05-14 16:53:43.963048,16:53
264,-100,103.38897247973995,98710,51458,2023-05-14 16:53:44.453250,16:53
265,-100,100.40052482621911,98830,47372,2023-05-14 16:53:44.839866,16:53
266,100,103.10701797150783,99213,51841,2023-05-14 16:53:46.226361,16:53
267,100,105.32438131429052,99566,47725,2023-05-14 16:53:47.408663,16:53
268,100,104.94348866858054,100550,52825,2023-05-14 16:53:51.562098,16:53
269,-100,101.7538059771284,100721,47896,2023-05-14 16:53:52.105827,16:53
270,-100,101.13568649294088,100823,52927,2023-05-14 16:53:52.428500,16:53
271,-100,99.7129541799933,101278,48351,2023-05-14 16:53:54.032254,16:53
272,-100,96.61452627735812,101406,53055,2023-05-14 16:53:54.463337,16:53
273,1.6297239350040595,94.82661860889976,102406,49351,2023-05-14 16:53:58.426251,16:53
274,100,94.86957595908403,102888,53537,2023-05-14 16:54:00.187841,16:54
275,100,95.86230346775379,103174,49637,2023-05-14 16:54:01.124245,16:54
276,100,95.92283012206983,103525,53888,2023-05-14 16:54:02.313646,16:54
277,100,97.91683562677963,103846,49958,2023-05-14 16:54:03.417081,16:54
278,-100,94.49127604172449,104012,54054,2023-05-14 16:54:03.952737,16:54
279,-100,92.67098582141263,104630,50576,2023-05-14 16:54:06.380042,16:54
280,0.0354926058798786,92.04219890811788,105630,55054,2023-05-14 16:54:11.040645,16:54
281,-100,89.66332592837563,105789,50735,2023-05-14 16:54:11.584434,16:54
282,100,91.85376219141848,106473,55738,2023-05-14 16:54:14.235943,16:54
283,100,93.0467347754316,106827,51089,2023-05-14 16:54:15.490406,16:54
284,-0.031632838823269366,91.96755374438422,107827,56738,2023-05-14 16:54:19.511807,16:54
285,100,94.61462842895311,108117,51379,2023-05-14 16:54:20.522803,16:54
286,100,96.63970826811646,108888,57509,2023-05-14 16:54:23.291506,16:54
287,100,95.97965569367867,109159,51650,2023-05-14 16:54:24.194311,16:54
288,100,97.85016478639777,109494,57844,2023-05-14 16:54:25.318379,16:54
289,100,98.615807458603,110006,52162,2023-05-14 16:54:27.114088,16:54
290,100,99.3977179421337,110327,58165,2023-05-14 16:54:28.200683,16:54
291,100,102.55909277928924,110658,52493,2023-05-14 16:54:29.350591,16:54
292,-100,101.2335693123471,110891,58398,2023-05-14 16:54:30.126363,16:54
293,100,103.91770991727115,111143,52745,2023-05-14 16:54:30.958326,16:54
294,100,104.43503513055573,111875,59130,2023-05-14 16:54:33.681073,16:54
295,100,109.36544531489524,112110,52980,2023-05-14 16:54:34.474259,16:54
296,100,111.88943940930163,112610,59630,2023-05-14 16:54:36.257019,16:54
297,-0.05812663310731267,110.61910866637922,113610,53980,2023-05-14 16:54:40.002295,16:54
298,100,111.82284043194268,113828,59848,2023-05-14 16:54:40.720305,16:54
299,-100,111.31400890367318,114025,54177,2023-05-14 16:54:41.350785,16:54
300,100,111.5133722728123,114280,60103,2023-05-14 16:54:42.193818,16:54
301,100,113.70508779031123,114788,54685,2023-05-14 16:54:44.025629,16:54
302,-100,113.15899686803725,114954,60269,2023-05-14 16:54:44.550193,16:54
303,100,112.97577490869058,115280,55011,2023-05-14 16:54:45.679354,16:54
304,-100,112.40048426941271,115402,60391,2023-05-14 16:54:46.070594,16:54
305,100,113.48769686613034,115728,55337,2023-05-14 16:54:47.210076,16:54
306,100,116.48568372402735,116134,60797,2023-05-14 16:54:48.761693,16:54
307,100,120.4509767720294,116440,55643,2023-05-14 16:54:50.018419,16:54
308,-100,120.70227591962288,116886,61243,2023-05-14 16:54:51.603717,16:54
309,-100,121.04535648040677,117149,55906,2023-05-14 16:54:52.463276,16:54
310,-100,121.07862895194057,117437,61531,2023-05-14 16:54:53.416189,16:54
311,100,123.51497357869299,117741,56210,2023-05-14 16:54:54.471442,16:54
312,100,123.32076801510375,118012,61802,2023-05-14 16:54:55.381068,16:54
313,100,123.47673739264887,118327,56525,2023-05-14 16:54:56.496263,16:54
314,100,126.25271411595126,118750,62225,2023-05-14 16:54:57.977597,16:54
315,-100,124.34278629193466,118935,56710,2023-05-14 16:54:58.569782,16:54
316,100,129.91167913349628,119352,62642,2023-05-14 16:55:00.094896,16:55
317,100,130.80965059014144,119667,57025,2023-05-14 16:55:01.154552,16:55
318,100,131.01700430030968,120082,63057,2023-05-14 16:55:02.620563,16:55
319,100,133.1756877760681,120814,57757,2023-05-14 16:55:05.184568,16:55
320,100,135.5005905630528,121301,63544,2023-05-14 16:55:06.988954,16:55
321,100,137.45609753602017,121644,58100,2023-05-14 16:55:08.155278,16:55
322,100,140.09286713831588,121914,63814,2023-05-14 16:55:09.059102,16:55
323,100,143.65624818652068,122122,58308,2023-05-14 16:55:09.752579,16:55
324,100,146.46246648445018,122617,64309,2023-05-14 16:55:11.482683,16:55
325,-100,147.23547857781494,122768,58459,2023-05-14 16:55:11.961756,16:55
326,100,149.24412746570516,122991,64532,2023-05-14 16:55:12.697488,16:55
327,100,149.7470645151709,123452,58920,2023-05-14 16:55:14.312340,16:55
328,100,152.4650225153808,123976,65056,2023-05-14 16:55:16.369234,16:55
329,100,154.16772187269808,124229,59173,2023-05-14 16:55:17.262307,16:55
330,-100,152.25265146161263,124310,65137,2023-05-14 16:55:17.513244,16:55
331,100,158.33901952410807,124507,59370,2023-05-14 16:55:18.138707,16:55
332,100,158.43943484427166,124822,65452,2023-05-14 16:55:19.238832,16:55
333,-100,155.30797810063584,124959,59507,2023-05-14 16:55:19.666209,16:55
334,100,155.4099862279858,125132,65625,2023-05-14 16:55:20.236224,16:55
335,-100,152.06250557337205,125247,59622,2023-05-14 16:55:20.594936,16:55
336,100,152.06255457278283,125594,65972,2023-05-14 16:55:21.772378,16:55
337,100,154.95093962554597,125959,59987,2023-05-14 16:55:23.017023,16:55
338,-100,151.61295410425552,126079,66092,2023-05-14 16:55:23.390768,16:55
339,-100,150.43267201971406,126250,60158,2023-05-14 16:55:23.940916,16:55
340,-100,149.5017156712665,126402,66244,2023-05-14 16:55:24.417955,16:55
341,100,150.26514454037826,126824,60580,2023-05-14 16:55:25.881677,16:55
342,100,150.22436118336813,127000,66420,2023-05-14 16:55:26.431932,16:55
343,100,153.46764076594573,127361,60941,2023-05-14 16:55:27.842407,16:55
344,100,153.04236041002605,127931,66990,2023-05-14 16:55:29.862172,16:55
345,100,152.90757048436706,128147,61157,2023-05-14 16:55:30.557185,16:55
